journey_id,touchpoint_sequence,channel,timestamp,converted,conversion_value,days_to_conversion,total_touchpoints_in_journey
140,1,Social,2024-01-03,False,0,5,3
140,2,Display,2024-01-07,False,0,5,3
140,3,Display,2024-01-08,False,0,5,3
141,1,Social,2024-01-10,False,0,1,2
141,2,Organic,2024-01-11,False,0,1,2
142,1,Display,2024-01-01,True,100,11,5
142,2,Social,2024-01-02,True,100,11,5
142,3,Paid Search,2024-01-03,True,100,11,5
142,4,Social,2024-01-07,True,100,11,5
142,5,Paid Search,2024-01-12,True,100,11,5
143,1,Display,2024-01-01,False,0,9,2
143,2,Social,2024-01-10,False,0,9,2
144,1,Paid Search,2024-01-02,False,0,3,3
144,2,Display,2024-01-04,False,0,3,3
144,3,Paid Search,2024-01-05,False,0,3,3
145,1,Social,2024-01-09,False,0,0,1
146,1,Social,2024-01-05,False,0,4,2
146,2,Social,2024-01-09,False,0,4,2
147,1,Paid Search,2024-01-01,False,0,9,3
147,2,Social,2024-01-02,False,0,9,3
147,3,Paid Search,2024-01-10,False,0,9,3
148,1,Social,2024-01-07,False,0,3,2
148,2,Paid Search,2024-01-10,False,0,3,2
149,1,Social,2024-01-12,False,0,0,1
150,1,Paid Search,2024-01-07,False,0,0,1
151,1,Social,2024-01-08,True,100,0,1
152,1,Paid Search,2024-01-05,True,100,0,1
153,1,Display,2024-01-09,False,0,1,2
153,2,Social,2024-01-10,False,0,1,2
154,1,Organic,2024-01-08,False,0,1,2
154,2,Paid Search,2024-01-09,False,0,1,2
155,1,Social,2024-01-05,False,0,7,2
155,2,Display,2024-01-12,False,0,7,2
156,1,Social,2024-01-07,False,0,0,1
157,1,Social,2024-01-08,True,100,6,3
157,2,Organic,2024-01-11,True,100,6,3
157,3,Paid Search,2024-01-14,True,100,6,3
158,1,Social,2024-01-03,True,100,0,1
159,1,Social,2024-01-08,False,0,0,1
160,1,Social,2024-01-12,False,0,0,1
161,1,Email,2024-01-04,False,0,0,1
162,1,Paid Search,2024-01-01,True,100,12,2
162,2,Paid Search,2024-01-13,True,100,12,2
163,1,Display,2024-01-05,False,0,6,2
163,2,Social,2024-01-11,False,0,6,2
164,1,Social,2024-01-05,False,0,0,1
165,1,Paid Search,2024-01-11,True,100,1,2
165,2,Paid Search,2024-01-12,True,100,1,2
166,1,Email,2024-01-04,False,0,10,3
166,2,Social,2024-01-13,False,0,10,3
166,3,Email,2024-01-14,False,0,10,3
167,1,Organic,2024-01-06,False,0,0,1
168,1,Organic,2024-01-13,False,0,1,2
168,2,Paid Search,2024-01-14,False,0,1,2
169,1,Display,2024-01-11,False,0,0,1
170,1,Social,2024-01-01,False,0,0,1
171,1,Display,2024-01-04,False,0,6,2
171,2,Social,2024-01-10,False,0,6,2
172,1,Paid Search,2024-01-01,False,0,11,2
172,2,Display,2024-01-12,False,0,11,2
173,1,Social,2024-01-05,True,100,6,2
173,2,Display,2024-01-11,True,100,6,2
174,1,Social,2024-01-01,False,0,8,3
174,2,Display,2024-01-02,False,0,8,3
174,3,Paid Search,2024-01-09,False,0,8,3
175,1,Display,2024-01-09,True,100,2,2
175,2,Social,2024-01-11,True,100,2,2
176,1,Display,2024-01-05,False,0,2,2
176,2,Social,2024-01-07,False,0,2,2
177,1,Paid Search,2024-01-11,False,0,2,2
177,2,Social,2024-01-13,False,0,2,2
178,1,Social,2024-01-03,False,0,10,3
178,2,Social,2024-01-10,False,0,10,3
178,3,Email,2024-01-13,False,0,10,3
179,1,Social,2024-01-03,False,0,3,3
179,2,Paid Search,2024-01-05,False,0,3,3
179,3,Paid Search,2024-01-06,False,0,3,3
180,1,Social,2024-01-11,True,100,0,1
181,1,Display,2024-01-14,False,0,0,1
182,1,Display,2024-01-06,False,0,0,1
183,1,Social,2024-01-08,False,0,0,1
184,1,Social,2024-01-03,False,0,8,2
184,2,Email,2024-01-11,False,0,8,2
185,1,Display,2024-01-11,False,0,0,1
186,1,Display,2024-01-08,True,100,4,2
186,2,Paid Search,2024-01-12,True,100,4,2
187,1,Social,2024-01-02,False,0,11,2
187,2,Paid Search,2024-01-13,False,0,11,2
188,1,Social,2024-01-03,False,0,0,1
189,1,Social,2024-01-10,False,0,0,1
190,1,Paid Search,2024-01-05,True,100,1,2
190,2,Email,2024-01-06,True,100,1,2
191,1,Social,2024-01-02,True,100,7,3
191,2,Social,2024-01-06,True,100,7,3
191,3,Social,2024-01-09,True,100,7,3
192,1,Social,2024-01-07,False,0,0,1
193,1,Social,2024-01-13,False,0,0,1
194,1,Display,2024-01-03,False,0,0,1
195,1,Display,2024-01-08,True,100,1,2
195,2,Social,2024-01-09,True,100,1,2
196,1,Social,2024-01-02,True,100,9,2
196,2,Paid Search,2024-01-11,True,100,9,2
197,1,Display,2024-01-03,False,0,0,1
198,1,Display,2024-01-08,False,0,0,1
199,1,Display,2024-01-06,True,100,0,1
200,1,Social,2024-01-01,True,100,7,3
200,2,Display,2024-01-06,True,100,7,3
200,3,Email,2024-01-08,True,100,7,3
201,1,Social,2024-01-06,False,0,5,3
201,2,Display,2024-01-08,False,0,5,3
201,3,Organic,2024-01-11,False,0,5,3
202,1,Display,2024-01-10,False,0,4,2
202,2,Paid Search,2024-01-14,False,0,4,2
203,1,Display,2024-01-05,False,0,9,3
203,2,Social,2024-01-12,False,0,9,3
203,3,Email,2024-01-14,False,0,9,3
204,1,Email,2024-01-01,False,0,11,2
204,2,Paid Search,2024-01-12,False,0,11,2
205,1,Social,2024-01-04,False,0,1,2
205,2,Display,2024-01-05,False,0,1,2
206,1,Display,2024-01-01,False,0,0,1
207,1,Social,2024-01-09,False,0,5,2
207,2,Social,2024-01-14,False,0,5,2
208,1,Display,2024-01-01,True,100,6,2
208,2,Display,2024-01-07,True,100,6,2
209,1,Display,2024-01-03,False,0,10,2
209,2,Email,2024-01-13,False,0,10,2
210,1,Social,2024-01-08,True,100,2,2
210,2,Paid Search,2024-01-10,True,100,2,2
211,1,Display,2024-01-05,True,100,5,2
211,2,Email,2024-01-10,True,100,5,2
212,1,Social,2024-01-14,True,100,0,1
213,1,Social,2024-01-03,True,100,9,3
213,2,Email,2024-01-05,True,100,9,3
213,3,Email,2024-01-12,True,100,9,3
214,1,Social,2024-01-11,True,100,3,2
214,2,Social,2024-01-14,True,100,3,2
215,1,Social,2024-01-03,False,0,4,2
215,2,Paid Search,2024-01-07,False,0,4,2
216,1,Organic,2024-01-08,True,100,0,1
217,1,Paid Search,2024-01-07,False,0,0,1
218,1,Display,2024-01-01,False,0,5,2
218,2,Paid Search,2024-01-06,False,0,5,2
219,1,Paid Search,2024-01-14,True,100,0,1
220,1,Display,2024-01-01,False,0,3,2
220,2,Email,2024-01-04,False,0,3,2
221,1,Email,2024-01-02,True,100,0,1
222,1,Social,2024-01-01,False,0,0,1
223,1,Social,2024-01-01,False,0,11,2
223,2,Paid Search,2024-01-12,False,0,11,2
224,1,Paid Search,2024-01-06,False,0,0,1
225,1,Social,2024-01-01,False,0,12,2
225,2,Email,2024-01-13,False,0,12,2
226,1,Social,2024-01-13,False,0,0,1
227,1,Paid Search,2024-01-02,False,0,10,3
227,2,Display,2024-01-10,False,0,10,3
227,3,Display,2024-01-12,False,0,10,3
228,1,Paid Search,2024-01-06,True,100,0,1
229,1,Social,2024-01-13,False,0,0,1
230,1,Social,2024-01-07,False,0,6,2
230,2,Paid Search,2024-01-13,False,0,6,2
231,1,Display,2024-01-13,False,0,0,1
232,1,Display,2024-01-02,True,100,12,2
232,2,Social,2024-01-14,True,100,12,2
233,1,Paid Search,2024-01-09,False,0,2,2
233,2,Paid Search,2024-01-11,False,0,2,2
234,1,Social,2024-01-01,False,0,6,2
234,2,Display,2024-01-07,False,0,6,2
235,1,Paid Search,2024-01-01,False,0,10,3
235,2,Paid Search,2024-01-03,False,0,10,3
235,3,Paid Search,2024-01-11,False,0,10,3
236,1,Display,2024-01-06,False,0,2,2
236,2,Paid Search,2024-01-08,False,0,2,2
237,1,Organic,2024-01-02,False,0,0,1
238,1,Paid Search,2024-01-13,True,100,0,1
239,1,Social,2024-01-04,True,100,6,2
239,2,Paid Search,2024-01-10,True,100,6,2
240,1,Social,2024-01-01,True,100,8,2
240,2,Paid Search,2024-01-09,True,100,8,2
241,1,Paid Search,2024-01-07,True,100,2,2
241,2,Paid Search,2024-01-09,True,100,2,2
242,1,Display,2024-01-01,False,0,12,2
242,2,Email,2024-01-13,False,0,12,2
243,1,Social,2024-01-06,False,0,0,1
244,1,Organic,2024-01-05,True,100,6,2
244,2,Email,2024-01-11,True,100,6,2
245,1,Display,2024-01-12,False,0,0,1
246,1,Display,2024-01-03,False,0,0,1
247,1,Social,2024-01-13,False,0,0,1
248,1,Social,2024-01-06,False,0,0,1
249,1,Social,2024-01-05,False,0,7,5
249,2,Social,2024-01-07,False,0,7,5
249,3,Display,2024-01-09,False,0,7,5
249,4,Paid Search,2024-01-11,False,0,7,5
249,5,Email,2024-01-12,False,0,7,5
250,1,Display,2024-01-02,True,100,6,3
250,2,Paid Search,2024-01-04,True,100,6,3
250,3,Social,2024-01-08,True,100,6,3
251,1,Social,2024-01-06,True,100,0,1
252,1,Paid Search,2024-01-01,False,0,12,3
252,2,Email,2024-01-10,False,0,12,3
252,3,Display,2024-01-13,False,0,12,3
253,1,Display,2024-01-02,False,0,5,2
253,2,Paid Search,2024-01-07,False,0,5,2
254,1,Display,2024-01-04,True,100,0,1
255,1,Social,2024-01-06,True,100,4,3
255,2,Social,2024-01-07,True,100,4,3
255,3,Paid Search,2024-01-10,True,100,4,3
256,1,Social,2024-01-01,False,0,13,3
256,2,Paid Search,2024-01-06,False,0,13,3
256,3,Email,2024-01-14,False,0,13,3
257,1,Paid Search,2024-01-07,True,100,2,2
257,2,Email,2024-01-09,True,100,2,2
258,1,Paid Search,2024-01-07,False,0,0,1
259,1,Paid Search,2024-01-07,False,0,0,1
260,1,Paid Search,2024-01-06,False,0,8,2
260,2,Paid Search,2024-01-14,False,0,8,2
261,1,Social,2024-01-02,True,100,12,2
261,2,Social,2024-01-14,True,100,12,2
262,1,Display,2024-01-02,False,0,2,2
262,2,Email,2024-01-04,False,0,2,2
263,1,Social,2024-01-10,False,0,0,1
264,1,Display,2024-01-10,True,100,1,2
264,2,Email,2024-01-11,True,100,1,2
265,1,Social,2024-01-07,True,100,7,2
265,2,Email,2024-01-14,True,100,7,2
266,1,Social,2024-01-02,True,100,3,2
266,2,Paid Search,2024-01-05,True,100,3,2
267,1,Paid Search,2024-01-01,False,0,10,2
267,2,Organic,2024-01-11,False,0,10,2
268,1,Social,2024-01-01,True,100,8,3
268,2,Social,2024-01-08,True,100,8,3
268,3,Display,2024-01-09,True,100,8,3
269,1,Paid Search,2024-01-06,False,0,6,2
269,2,Display,2024-01-12,False,0,6,2
270,1,Display,2024-01-11,False,0,0,1
271,1,Social,2024-01-02,True,100,7,3
271,2,Paid Search,2024-01-07,True,100,7,3
271,3,Organic,2024-01-09,True,100,7,3
272,1,Display,2024-01-05,False,0,6,2
272,2,Email,2024-01-11,False,0,6,2
273,1,Social,2024-01-02,False,0,8,3
273,2,Social,2024-01-03,False,0,8,3
273,3,Paid Search,2024-01-10,False,0,8,3
274,1,Display,2024-01-07,False,0,0,1
275,1,Paid Search,2024-01-03,False,0,0,1
276,1,Social,2024-01-02,True,100,10,3
276,2,Display,2024-01-06,True,100,10,3
276,3,Email,2024-01-12,True,100,10,3
277,1,Display,2024-01-04,False,0,10,2
277,2,Email,2024-01-14,False,0,10,2
278,1,Display,2024-01-01,False,0,12,3
278,2,Display,2024-01-07,False,0,12,3
278,3,Email,2024-01-13,False,0,12,3
279,1,Display,2024-01-11,False,0,0,1
280,1,Display,2024-01-10,False,0,0,1
281,1,Social,2024-01-12,True,100,2,2
281,2,Email,2024-01-14,True,100,2,2
282,1,Social,2024-01-01,False,0,11,3
282,2,Paid Search,2024-01-02,False,0,11,3
282,3,Paid Search,2024-01-12,False,0,11,3
283,1,Display,2024-01-01,True,100,5,3
283,2,Email,2024-01-04,True,100,5,3
283,3,Social,2024-01-06,True,100,5,3
284,1,Display,2024-01-12,False,0,0,1
285,1,Display,2024-01-03,False,0,0,1
286,1,Paid Search,2024-01-07,False,0,4,2
286,2,Paid Search,2024-01-11,False,0,4,2
287,1,Paid Search,2024-01-05,False,0,5,2
287,2,Display,2024-01-10,False,0,5,2
288,1,Social,2024-01-01,True,100,6,3
288,2,Display,2024-01-03,True,100,6,3
288,3,Paid Search,2024-01-07,True,100,6,3
289,1,Social,2024-01-01,False,0,9,2
289,2,Email,2024-01-10,False,0,9,2
290,1,Social,2024-01-03,True,100,0,1
291,1,Paid Search,2024-01-03,True,100,0,1
292,1,Display,2024-01-03,False,0,10,4
292,2,Paid Search,2024-01-05,False,0,10,4
292,3,Email,2024-01-07,False,0,10,4
292,4,Display,2024-01-13,False,0,10,4
293,1,Display,2024-01-01,True,100,2,3
293,2,Paid Search,2024-01-02,True,100,2,3
293,3,Display,2024-01-03,True,100,2,3
294,1,Social,2024-01-12,False,0,2,2
294,2,Email,2024-01-14,False,0,2,2
295,1,Social,2024-01-13,False,0,0,1
296,1,Social,2024-01-02,False,0,9,2
296,2,Social,2024-01-11,False,0,9,2
297,1,Social,2024-01-03,False,0,5,2
297,2,Social,2024-01-08,False,0,5,2
298,1,Social,2024-01-03,True,100,11,2
298,2,Email,2024-01-14,True,100,11,2
299,1,Social,2024-01-01,False,0,0,1
300,1,Email,2024-01-03,False,0,0,1
301,1,Display,2024-01-01,False,0,7,2
301,2,Paid Search,2024-01-08,False,0,7,2
302,1,Display,2024-01-11,False,0,0,1
303,1,Display,2024-01-02,False,0,10,4
303,2,Display,2024-01-05,False,0,10,4
303,3,Paid Search,2024-01-09,False,0,10,4
303,4,Email,2024-01-12,False,0,10,4
304,1,Display,2024-01-12,False,0,1,2
304,2,Paid Search,2024-01-13,False,0,1,2
305,1,Paid Search,2024-01-04,False,0,8,3
305,2,Social,2024-01-07,False,0,8,3
305,3,Paid Search,2024-01-12,False,0,8,3
306,1,Email,2024-01-13,True,100,0,1
307,1,Display,2024-01-01,True,100,0,1
308,1,Social,2024-01-01,False,0,11,2
308,2,Email,2024-01-12,False,0,11,2
309,1,Email,2024-01-03,False,0,8,3
309,2,Display,2024-01-04,False,0,8,3
309,3,Email,2024-01-11,False,0,8,3
310,1,Social,2024-01-04,True,100,0,1
311,1,Paid Search,2024-01-08,False,0,4,2
311,2,Email,2024-01-12,False,0,4,2
312,1,Social,2024-01-04,False,0,0,1
313,1,Display,2024-01-04,False,0,8,3
313,2,Social,2024-01-10,False,0,8,3
313,3,Paid Search,2024-01-12,False,0,8,3
314,1,Social,2024-01-03,False,0,10,2
314,2,Paid Search,2024-01-13,False,0,10,2
315,1,Social,2024-01-03,True,100,6,2
315,2,Paid Search,2024-01-09,True,100,6,2
316,1,Display,2024-01-03,False,0,10,2
316,2,Paid Search,2024-01-13,False,0,10,2
317,1,Paid Search,2024-01-05,False,0,7,2
317,2,Paid Search,2024-01-12,False,0,7,2
318,1,Organic,2024-01-01,False,0,6,2
318,2,Organic,2024-01-07,False,0,6,2
319,1,Social,2024-01-02,False,0,6,2
319,2,Paid Search,2024-01-08,False,0,6,2
320,1,Display,2024-01-01,False,0,7,3
320,2,Social,2024-01-03,False,0,7,3
320,3,Display,2024-01-08,False,0,7,3
321,1,Social,2024-01-09,False,0,1,2
321,2,Email,2024-01-10,False,0,1,2
322,1,Social,2024-01-05,False,0,5,2
322,2,Social,2024-01-10,False,0,5,2
