journey_id,converted,conversion_value,total_touchpoints_in_journey,days_to_conversion
125,False,0,4,61
126,True,100,5,24
127,False,0,4,87
128,False,0,3,29
129,False,0,3,10
130,False,0,4,76
131,True,100,4,57
132,True,100,4,54
133,False,0,4,63
134,False,0,5,76
135,False,0,5,67
136,False,0,3,68
137,True,100,4,70
138,True,100,5,62
139,False,0,4,49
140,False,0,5,69
141,True,100,5,79
142,False,0,5,74
143,False,0,5,71
144,True,100,4,56
145,True,100,5,58
146,False,0,3,46
147,False,0,4,30
148,False,0,2,10
149,True,100,3,45
150,False,0,4,49
151,False,0,1,0
152,True,100,5,50
153,False,0,1,0
154,False,0,2,82
155,True,100,2,56
156,False,0,5,38
157,False,0,5,43
158,True,100,5,78
159,True,100,3,43
160,False,0,4,34
161,True,100,3,58
162,True,100,2,43
163,False,0,3,70
164,False,0,3,36
165,False,0,1,0
166,False,0,4,43
167,False,0,4,48
168,False,0,3,26
169,False,0,3,37
170,False,0,5,79
171,False,0,4,46
172,True,100,2,36
173,False,0,3,53
174,False,0,4,63
175,False,0,3,27
176,False,0,2,58
177,False,0,2,66
178,True,100,2,27
179,False,0,5,57
180,False,0,2,51
181,False,0,4,24
182,False,0,3,32
183,True,100,5,59
184,True,100,4,77
185,False,0,2,54
186,True,100,2,22
187,False,0,1,0
188,False,0,5,70
189,False,0,3,47
190,True,100,3,51
191,False,0,3,39
192,True,100,3,40
193,False,0,4,53
194,True,100,2,28
195,False,0,2,3
196,True,100,3,59
197,False,0,4,45
198,False,0,5,68
199,True,100,4,73
200,False,0,4,39
201,False,0,3,11
202,True,100,3,34
203,False,0,3,36
204,False,0,4,68
205,False,0,4,72
206,False,0,4,66
207,False,0,2,26
208,True,100,1,0
209,True,100,4,85
210,False,0,3,41
211,True,100,5,51
212,False,0,4,59
213,True,100,4,71
214,False,0,3,42
215,True,100,4,88
216,False,0,2,2
217,False,0,3,39
218,False,0,4,81
219,False,0,3,48
220,False,0,4,64
221,True,100,4,63
222,True,100,4,38
223,True,100,5,56
224,False,0,4,49
225,False,0,2,44
226,False,0,3,43
227,True,100,3,40
228,True,100,5,75
229,False,0,5,53
230,True,100,4,78
231,False,0,2,37
232,False,0,3,83
233,False,0,4,71
234,False,0,3,11
235,False,0,3,16
236,False,0,4,32
237,False,0,2,4
238,False,0,4,75
239,True,100,2,14
240,False,0,3,38
241,False,0,4,69
242,True,100,4,72
243,True,100,5,43
244,False,0,3,58
245,False,0,2,80
246,False,0,3,57
247,True,100,2,37
248,False,0,5,37
249,False,0,2,9
250,False,0,5,65
251,False,0,3,53
252,False,0,5,41
253,True,100,1,0
254,False,0,5,81
255,False,0,2,78
256,False,0,3,81
257,True,100,4,43
258,False,0,2,7
259,False,0,3,72
260,True,100,5,61
261,True,100,5,73
262,False,0,3,29
263,False,0,5,51
264,False,0,5,54
265,False,0,2,25
266,False,0,4,44
267,False,0,4,48
268,False,0,3,57
269,True,100,3,64
270,True,100,2,56
271,False,0,3,80
272,False,0,5,79
273,False,0,2,6
274,False,0,5,45
275,False,0,3,37
276,True,100,5,78
277,False,0,2,23
278,False,0,2,28
279,True,100,4,59
280,True,100,4,75
281,True,100,5,26
282,True,100,5,35
283,False,0,1,0
284,False,0,5,75
285,False,0,5,55
286,True,100,3,58
287,True,100,4,85
288,False,0,3,49
289,False,0,2,26
290,True,100,5,39
291,False,0,1,0
292,True,100,3,85
293,False,0,3,79
294,False,0,5,77
295,False,0,3,23
296,False,0,5,72
297,True,100,4,67
298,True,100,3,53
299,False,0,4,58
300,False,0,5,88
301,False,0,5,62
302,True,100,4,52
303,False,0,1,0
304,False,0,4,66
305,False,0,4,81
306,False,0,3,80
307,True,100,3,37
308,False,0,4,38
309,False,0,2,63
310,False,0,3,47
311,False,0,2,62
312,False,0,4,31
313,False,0,4,37
314,False,0,2,72
315,False,0,5,84
316,False,0,3,37
317,False,0,5,69
318,False,0,3,28
319,False,0,4,72
320,False,0,5,75
321,False,0,3,33
322,False,0,4,27
323,False,0,3,72
324,False,0,4,35
325,True,100,3,60
326,False,0,4,32
327,True,100,4,55
328,False,0,2,72
329,True,100,2,24
330,False,0,4,27
331,True,100,4,89
332,False,0,5,70
333,False,0,3,64
334,False,0,1,0
335,False,0,4,59
336,False,0,2,16
337,False,0,4,41
338,True,100,4,67
339,False,0,3,4
340,False,0,3,54
341,False,0,2,29
342,False,0,4,84
343,False,0,4,43
344,False,0,4,75
345,False,0,3,77
346,True,100,4,52
347,True,100,4,78
348,False,0,5,46
349,False,0,5,81
350,True,100,2,39
351,True,100,2,16
352,False,0,5,39
353,False,0,2,17
354,False,0,2,3
355,False,0,4,40
356,False,0,4,57
357,True,100,2,13
358,True,100,2,3
359,False,0,2,46
360,False,0,4,70
361,True,100,3,15
362,True,100,2,55
363,False,0,3,46
364,True,100,5,51
365,False,0,3,80
366,True,100,2,43
367,False,0,3,64
368,False,0,2,39
369,False,0,1,0
370,True,100,3,58
371,False,0,5,56
372,False,0,5,82
373,False,0,5,76
374,False,0,5,75
375,True,100,3,44
376,True,100,3,25
377,True,100,5,69
378,False,0,3,25
379,True,100,4,49
380,False,0,4,63
381,False,0,1,0
382,False,0,5,88
383,True,100,2,15
384,True,100,5,48
385,False,0,5,35
386,False,0,4,62
387,False,0,4,86
388,True,100,5,44
389,False,0,3,73
390,True,100,3,54
391,False,0,5,54
392,False,0,3,24
393,False,0,2,41
394,False,0,3,71
395,False,0,4,57
396,True,100,4,23
397,True,100,4,80
398,False,0,3,67
399,True,100,3,58
400,False,0,4,81
401,False,0,4,80
402,False,0,4,62
403,True,100,1,0
404,True,100,2,29
405,True,100,3,65
406,True,100,3,19
407,False,0,5,77
408,False,0,4,86
409,False,0,3,27
410,False,0,3,43
411,True,100,2,25
412,False,0,5,57
413,False,0,3,46
414,True,100,5,47
415,False,0,3,51
416,False,0,5,22
417,False,0,3,22
418,False,0,4,74
419,False,0,2,65
420,False,0,3,59
421,False,0,3,56
422,True,100,2,2
423,False,0,5,58
424,False,0,4,58
425,False,0,4,81
426,False,0,4,81
427,False,0,3,24
428,True,100,4,45
429,True,100,3,18
430,False,0,2,5
431,False,0,3,53
432,True,100,3,40
433,False,0,4,61
434,False,0,4,13
435,False,0,3,9
436,False,0,3,55
437,True,100,2,31
438,False,0,5,57
439,False,0,4,51
440,False,0,1,0
441,True,100,4,43
442,False,0,5,34
443,False,0,2,10
444,True,100,4,71
445,False,0,1,0
446,False,0,5,63
447,True,100,3,63
448,False,0,4,82
449,False,0,3,50
450,False,0,4,82
451,False,0,2,6
452,False,0,2,47
453,False,0,2,3
454,False,0,5,77
455,False,0,3,35
456,True,100,4,76
457,False,0,4,66
458,False,0,5,60
459,True,100,4,23
460,True,100,3,44
461,False,0,3,33
462,False,0,3,66
463,True,100,4,47
464,False,0,3,44
465,False,0,4,39
466,True,100,4,45
467,True,100,5,57
468,False,0,1,0
469,True,100,3,33
470,False,0,2,11
471,False,0,3,81
472,False,0,4,74
473,False,0,3,59
474,True,100,2,9
475,True,100,3,77
476,False,0,4,28
477,False,0,2,74
478,False,0,3,22
479,True,100,2,36
480,True,100,3,44
481,False,0,4,10
482,False,0,4,87
483,True,100,5,72
484,True,100,4,66
485,False,0,4,47
486,False,0,3,30
487,True,100,5,76
488,False,0,3,75
489,False,0,3,62
490,True,100,3,55
491,True,100,5,82
492,False,0,5,34
493,True,100,5,59
494,True,100,1,0
495,False,0,5,58
496,True,100,3,64
497,False,0,3,49
498,False,0,3,51
499,False,0,2,42
500,False,0,4,36
501,False,0,2,17
502,False,0,1,0
503,False,0,4,48
504,False,0,5,47
505,False,0,4,77
506,True,100,5,59
507,True,100,1,0
508,True,100,3,51
509,False,0,3,41
510,False,0,3,57
511,False,0,4,60
512,True,100,4,86
513,True,100,4,40
514,True,100,3,77
515,True,100,3,42
516,False,0,2,48
517,False,0,3,29
518,True,100,4,32
519,True,100,2,47
520,False,0,5,76
521,False,0,4,74
522,False,0,4,65
523,False,0,4,50
524,False,0,2,4
525,False,0,5,78
526,False,0,4,56
527,False,0,5,33
528,False,0,5,32
529,False,0,3,54
530,False,0,3,63
531,False,0,4,43
532,False,0,5,64
533,False,0,2,81
534,False,0,5,67
535,False,0,5,57
536,False,0,3,42
537,True,100,5,76
538,False,0,4,24
539,False,0,4,86
540,False,0,5,68
541,True,100,3,35
542,True,100,4,61
543,False,0,5,69
544,False,0,5,79
545,False,0,4,13
546,True,100,5,68
547,True,100,5,80
548,False,0,4,42
549,False,0,3,21
550,False,0,5,67
551,False,0,4,35
552,False,0,3,20
553,False,0,4,64
554,True,100,3,36
555,False,0,4,66
556,False,0,5,74
557,False,0,1,0
558,False,0,4,82
559,False,0,4,69
560,False,0,4,32
561,False,0,5,61
562,True,100,3,59
563,True,100,4,66
564,False,0,4,59
565,False,0,4,59
566,False,0,5,78
567,True,100,2,29
568,False,0,3,62
569,True,100,4,17
570,False,0,2,6
571,False,0,3,4
572,True,100,3,67
573,True,100,5,61
574,False,0,5,48
575,False,0,2,45
576,False,0,4,22
577,True,100,5,52
578,True,100,5,62
579,False,0,4,68
580,False,0,3,46
581,False,0,2,45
582,False,0,3,65
583,False,0,4,59
584,False,0,2,26
585,False,0,4,25
586,False,0,5,57
587,False,0,2,70
588,False,0,1,0
589,False,0,3,11
590,False,0,4,47
591,True,100,3,70
592,False,0,3,40
593,False,0,4,43
594,False,0,3,67
595,False,0,2,5
596,True,100,4,83
597,True,100,5,63
598,True,100,2,17
599,True,100,3,45
600,False,0,5,72
601,True,100,3,24
602,False,0,3,67
603,True,100,4,44
604,False,0,3,62
605,False,0,4,24
606,False,0,5,74
607,False,0,3,43
608,False,0,2,14
609,False,0,4,69
610,False,0,3,67
611,False,0,4,35
612,False,0,5,64
613,False,0,3,50
614,False,0,3,76
615,False,0,4,67
616,False,0,4,46
617,False,0,4,66
618,False,0,2,45
619,True,100,3,12
620,False,0,4,45
621,False,0,4,38
622,False,0,5,74
623,False,0,4,62
624,True,100,5,66
625,False,0,5,56
626,False,0,4,67
627,True,100,3,77
628,False,0,3,48
629,False,0,2,19
630,False,0,2,5
631,True,100,4,40
632,False,0,5,64
633,True,100,4,48
634,False,0,5,56
635,False,0,4,85
636,False,0,2,18
637,False,0,2,18
638,False,0,5,51
639,False,0,3,51
640,True,100,4,72
641,True,100,4,57
642,False,0,2,23
643,False,0,3,67
644,False,0,4,55
645,False,0,2,42
646,False,0,3,49
647,False,0,5,52
648,False,0,4,54
649,True,100,4,45
650,False,0,4,57
651,False,0,4,64
652,False,0,4,53
653,True,100,5,25
654,False,0,3,74
655,False,0,5,73
656,False,0,4,45
657,False,0,2,66
658,True,100,2,82
659,False,0,3,44
660,False,0,3,31
661,False,0,3,51
662,True,100,3,54
663,False,0,1,0
664,False,0,5,77
665,True,100,2,30
666,True,100,2,19
667,False,0,4,37
668,False,0,5,35
669,False,0,4,55
670,False,0,3,83
671,False,0,4,70
672,False,0,4,56
673,True,100,4,57
674,False,0,3,45
675,False,0,3,33
676,False,0,4,78
677,False,0,4,31
678,False,0,2,68
679,False,0,3,39
680,False,0,4,68
681,True,100,4,66
682,True,100,2,34
683,True,100,3,66
684,False,0,3,47
685,False,0,3,35
686,False,0,3,72
687,False,0,2,74
688,False,0,5,57
689,False,0,3,18
690,False,0,4,61
691,False,0,4,68
692,True,100,1,0
693,False,0,3,37
694,True,100,4,54
695,False,0,3,17
696,False,0,5,48
697,False,0,3,33
698,False,0,2,15
699,False,0,4,74
700,True,100,5,45
701,False,0,1,0
702,False,0,4,64
703,False,0,3,44
704,False,0,4,61
705,False,0,3,33
706,False,0,1,0
707,False,0,4,48
708,False,0,4,52
709,True,100,3,32
710,True,100,2,27
711,False,0,3,23
712,False,0,5,69
713,False,0,3,19
714,False,0,5,70
715,False,0,2,28
716,False,0,3,57
717,True,100,3,71
718,False,0,3,52
719,True,100,2,45
720,False,0,5,60
721,True,100,1,0
722,True,100,2,47
723,True,100,5,65
724,False,0,2,17
725,True,100,4,70
726,False,0,1,0
727,False,0,4,34
728,False,0,5,78
729,False,0,4,40
730,False,0,3,16
731,False,0,4,65
732,True,100,3,38
733,False,0,4,80
734,True,100,3,31
735,True,100,3,17
736,True,100,4,74
737,False,0,2,35
738,False,0,4,85
739,False,0,4,61
740,False,0,3,44
741,False,0,4,61
742,False,0,2,11
743,True,100,4,54
744,True,100,5,63
745,False,0,3,40
746,False,0,4,68
747,True,100,4,57
748,False,0,5,59
749,False,0,3,81
750,True,100,2,21
751,True,100,5,85
752,False,0,4,68
753,False,0,5,64
754,False,0,5,81
755,True,100,4,72
756,True,100,4,65
757,False,0,3,87
758,True,100,4,65
759,False,0,3,18
760,True,100,4,50
761,False,0,4,61
762,True,100,4,89
763,False,0,3,57
764,False,0,4,49
765,False,0,3,38
766,False,0,2,13
767,False,0,4,78
768,False,0,4,61
769,False,0,4,46
770,False,0,2,8
771,False,0,2,23
772,False,0,2,18
773,False,0,2,24
774,True,100,5,58
775,True,100,2,31
776,False,0,4,74
777,False,0,4,19
778,False,0,4,31
779,False,0,4,56
780,False,0,4,72
781,False,0,3,55
782,False,0,3,63
783,False,0,4,58
784,False,0,5,58
785,False,0,4,41
786,False,0,3,62
787,True,100,5,34
788,True,100,2,4
789,False,0,1,0
790,False,0,3,55
791,False,0,4,41
792,False,0,4,28
793,False,0,5,61
794,True,100,4,61
795,True,100,1,0
796,False,0,5,49
797,False,0,5,57
798,False,0,3,54
799,False,0,1,0
800,True,100,5,37
801,False,0,3,25
802,False,0,2,34
803,False,0,4,24
804,False,0,2,79
805,False,0,3,43
806,True,100,2,30
807,False,0,4,55
808,False,0,4,85
809,True,100,1,0
810,False,0,3,32
811,False,0,5,78
812,False,0,4,77
813,False,0,3,32
814,False,0,4,69
815,False,0,3,57
816,True,100,5,77
817,False,0,3,81
818,False,0,5,25
819,True,100,2,2
820,False,0,4,31
821,False,0,4,29
822,False,0,5,71
823,False,0,2,9
824,False,0,4,67
825,False,0,2,2
826,False,0,3,46
827,True,100,2,1
828,False,0,4,50
829,False,0,5,59
830,False,0,4,56
831,False,0,4,82
832,True,100,4,68
833,False,0,4,72
834,False,0,3,69
835,True,100,4,43
836,False,0,4,62
837,False,0,1,0
838,True,100,3,25
839,False,0,3,65
840,True,100,5,41
841,False,0,3,49
842,False,0,2,23
843,True,100,2,37
844,True,100,4,76
845,True,100,2,44
846,True,100,3,78
847,True,100,1,0
848,True,100,2,3
849,False,0,5,62
850,False,0,5,60
851,False,0,4,48
852,False,0,3,73
853,False,0,2,24
854,False,0,3,58
855,True,100,3,46
856,False,0,3,41
857,True,100,5,61
858,False,0,2,10
859,False,0,2,32
860,False,0,5,84
861,False,0,2,21
862,False,0,3,19
863,False,0,2,38
864,False,0,3,53
865,True,100,5,69
866,False,0,3,22
867,False,0,4,42
868,True,100,3,45
869,False,0,3,72
870,False,0,5,69
871,False,0,4,35
872,False,0,5,60
873,False,0,4,67
874,False,0,4,47
875,True,100,4,78
876,False,0,4,68
877,False,0,5,69
878,False,0,5,75
879,False,0,3,63
880,False,0,2,33
881,False,0,4,81
882,False,0,2,33
883,False,0,2,14
884,False,0,4,77
885,False,0,3,14
886,False,0,5,67
887,True,100,3,83
888,True,100,5,55
889,False,0,5,72
890,False,0,3,79
891,False,0,4,50
892,False,0,5,68
893,False,0,3,27
894,False,0,3,30
895,False,0,3,31
896,False,0,3,75
897,False,0,5,67
898,False,0,4,52
899,False,0,3,57
900,False,0,3,4
901,False,0,3,46
902,False,0,5,24
903,False,0,3,34
904,True,100,5,66
905,False,0,4,32
906,False,0,5,71
907,False,0,4,24
908,False,0,5,58
909,False,0,4,60
910,True,100,3,40
911,False,0,2,74
912,False,0,5,42
913,False,0,2,8
914,False,0,5,66
915,False,0,5,67
916,False,0,3,81
917,False,0,3,66
918,False,0,3,65
919,True,100,4,49
920,False,0,5,65
921,False,0,4,18
922,False,0,1,0
923,False,0,4,54
924,False,0,3,22
925,True,100,5,62
926,False,0,4,63
927,True,100,2,37
928,False,0,5,53
929,False,0,5,62
930,True,100,3,53
931,False,0,5,38
932,False,0,4,13
933,False,0,2,38
934,False,0,5,45
935,True,100,5,75
936,False,0,5,68
937,True,100,1,0
938,False,0,5,49
939,True,100,5,76
940,False,0,4,38
941,True,100,3,73
942,True,100,3,73
943,False,0,1,0
944,False,0,5,84
945,False,0,3,37
946,True,100,5,77
947,False,0,3,45
948,False,0,3,76
949,True,100,3,68
950,True,100,4,28
951,True,100,5,65
952,False,0,2,26
953,False,0,2,44
954,False,0,3,15
955,True,100,5,39
956,False,0,2,45
957,False,0,2,13
958,True,100,4,58
959,True,100,3,84
960,True,100,4,67
961,False,0,4,57
962,False,0,5,67
963,False,0,2,10
964,False,0,4,53
965,True,100,3,24
966,False,0,5,61
967,False,0,2,62
968,True,100,3,14
969,False,0,2,60
970,False,0,3,23
971,False,0,2,19
972,True,100,3,41
973,False,0,5,40
974,False,0,3,86
975,False,0,3,70
976,True,100,4,55
977,False,0,5,79
978,True,100,4,57
979,False,0,5,81
980,False,0,3,69
981,False,0,4,24
982,True,100,3,59
983,False,0,5,19
984,False,0,3,11
985,False,0,1,0
986,False,0,3,25
987,False,0,3,32
988,False,0,5,67
989,False,0,2,21
990,False,0,4,53
991,True,100,2,11
992,False,0,3,44
993,False,0,5,60
994,False,0,3,53
995,False,0,4,55
996,False,0,5,52
997,False,0,3,61
998,False,0,5,52
999,False,0,3,19
1000,False,0,5,87
1001,True,100,3,47
1002,False,0,5,54
1003,True,100,5,39
1004,True,100,5,47
1005,True,100,5,66
1006,False,0,4,32
1007,False,0,3,68
1008,True,100,2,2
1009,False,0,2,46
1010,False,0,2,25
1011,False,0,2,11
1012,False,0,2,5
1013,True,100,2,36
1014,False,0,4,50
1015,True,100,5,46
1016,False,0,4,43
1017,False,0,5,60
1018,False,0,4,62
1019,True,100,4,85
1020,False,0,2,33
1021,True,100,5,39
1022,False,0,2,29
1023,False,0,3,19
1024,True,100,5,73
1025,True,100,3,68
1026,False,0,4,78
1027,False,0,5,80
1028,False,0,3,26
1029,True,100,1,0
1030,True,100,4,86
1031,False,0,5,54
1032,True,100,5,87
1033,False,0,5,63
1034,False,0,4,47
1035,True,100,4,54
1036,False,0,5,69
1037,True,100,4,51
1038,False,0,4,83
1039,True,100,5,62
1040,False,0,1,0
1041,False,0,3,56
1042,True,100,1,0
1043,False,0,3,80
1044,False,0,2,44
1045,False,0,5,56
1046,False,0,5,68
1047,False,0,3,51
1048,False,0,5,45
1049,False,0,3,40
1050,False,0,5,71
1051,False,0,3,40
1052,False,0,5,62
1053,False,0,4,55
1054,False,0,5,55
1055,False,0,5,59
1056,False,0,4,50
1057,True,100,4,59
1058,False,0,1,0
1059,True,100,4,67
1060,True,100,4,51
1061,False,0,4,41
1062,False,0,5,83
1063,True,100,3,73
1064,False,0,4,57
1065,False,0,4,37
1066,False,0,4,29
1067,True,100,3,49
1068,False,0,1,0
1069,False,0,4,21
1070,False,0,4,78
1071,True,100,3,41
1072,False,0,5,41
1073,False,0,1,0
1074,False,0,5,77
1075,False,0,5,79
1076,False,0,4,53
1077,False,0,3,25
1078,False,0,5,78
1079,False,0,4,76
1080,False,0,4,24
1081,False,0,4,39
1082,True,100,5,59
1083,False,0,5,75
1084,False,0,2,21
1085,True,100,3,44
1086,False,0,4,71
1087,False,0,5,43
1088,True,100,3,63
1089,False,0,3,13
1090,False,0,5,44
1091,False,0,3,29
1092,False,0,2,11
1093,True,100,4,27
1094,False,0,4,65
1095,False,0,4,52
1096,False,0,2,35
1097,False,0,1,0
1098,False,0,4,24
1099,True,100,5,28
1100,False,0,4,32
1101,False,0,5,41
1102,False,0,5,31
1103,False,0,4,72
1104,False,0,5,49
1105,False,0,4,34
1106,True,100,3,23
1107,False,0,3,30
1108,False,0,4,72
1109,False,0,5,60
1110,False,0,4,55
1111,False,0,4,74
1112,False,0,3,37
1113,False,0,5,78
1114,False,0,5,52
1115,True,100,3,47
1116,False,0,5,44
1117,False,0,4,71
1118,False,0,3,44
1119,True,100,5,74
1120,False,0,2,41
1121,False,0,1,0
1122,True,100,3,73
1123,False,0,4,39
1124,True,100,5,44
1125,True,100,2,14
1126,False,0,3,30
1127,False,0,5,47
1128,False,0,3,50
1129,True,100,4,69
1130,False,0,4,33
1131,False,0,4,42
1132,False,0,2,23
1133,False,0,2,15
1134,False,0,5,52
1135,False,0,2,21
1136,True,100,2,76
1137,False,0,1,0
1138,False,0,1,0
1139,True,100,3,22
1140,False,0,3,44
1141,True,100,3,36
1142,False,0,5,30
1143,False,0,3,63
1144,False,0,2,8
1145,False,0,3,16
1146,True,100,2,16
1147,False,0,4,70
1148,False,0,5,69
1149,False,0,2,31
1150,True,100,2,14
1151,False,0,2,3
1152,False,0,2,12
1153,True,100,4,84
1154,True,100,3,49
1155,False,0,5,60
1156,False,0,5,67
1157,True,100,3,76
1158,False,0,2,42
1159,False,0,4,78
1160,False,0,1,0
1161,False,0,3,35
1162,False,0,3,70
1163,False,0,2,43
1164,True,100,2,22
1165,True,100,2,12
1166,True,100,2,31
1167,False,0,5,88
1168,False,0,3,65
1169,False,0,5,81
1170,False,0,3,71
1171,False,0,5,83
1172,False,0,5,73
1173,False,0,2,65
1174,False,0,2,3
1175,False,0,5,66
1176,True,100,5,35
1177,True,100,4,76
1178,False,0,5,65
1179,False,0,5,74
1180,False,0,5,63
1181,False,0,4,22
1182,False,0,4,58
1183,False,0,4,42
1184,True,100,5,23
1185,False,0,3,56
1186,True,100,5,80
1187,True,100,4,66
1188,False,0,5,78
1189,False,0,4,61
1190,False,0,2,40
1191,False,0,3,54
1192,False,0,3,74
1193,False,0,3,34
1194,False,0,4,62
1195,False,0,3,71
1196,False,0,5,52
1197,False,0,3,28
1198,True,100,4,81
1199,False,0,1,0
1200,False,0,5,50
1201,False,0,4,80
1202,True,100,4,40
1203,True,100,4,63
1204,False,0,4,49
1205,False,0,4,73
1206,False,0,4,32
1207,True,100,4,79
1208,False,0,4,55
1209,False,0,5,69
1210,False,0,3,56
1211,False,0,3,18
1212,False,0,5,82
1213,False,0,3,67
1214,False,0,4,76
1215,False,0,3,34
1216,False,0,5,84
1217,True,100,2,70
1218,False,0,4,35
1219,False,0,4,37
1220,True,100,3,32
1221,False,0,3,52
1222,True,100,4,79
1223,False,0,4,50
1224,False,0,4,56
1225,False,0,5,67
1226,False,0,4,67
1227,False,0,3,30
1228,False,0,2,54
1229,False,0,5,48
1230,False,0,5,58
1231,False,0,5,63
1232,False,0,5,46
1233,False,0,2,62
1234,False,0,2,58
1235,False,0,4,50
1236,False,0,4,75
1237,False,0,4,42
1238,False,0,2,27
1239,True,100,4,38
1240,True,100,4,41
1241,True,100,4,24
1242,False,0,5,67
1243,False,0,4,42
1244,False,0,3,8
1245,False,0,4,44
1246,False,0,4,82
1247,False,0,5,48
1248,True,100,1,0
1249,True,100,4,56
1250,True,100,4,70
1251,False,0,5,55
1252,False,0,5,76
1253,True,100,4,41
1254,False,0,2,37
1255,False,0,3,65
1256,True,100,4,39
1257,False,0,5,63
1258,True,100,5,70
1259,False,0,5,44
1260,False,0,4,77
1261,False,0,3,18
1262,False,0,4,57
1263,False,0,3,55
1264,False,0,4,33
1265,False,0,4,40
1266,False,0,3,62
1267,False,0,2,26
1268,False,0,4,46
1269,False,0,3,20
1270,False,0,3,72
1271,False,0,4,50
1272,True,100,4,49
1273,False,0,4,64
1274,False,0,4,61
1275,True,100,2,60
1276,False,0,5,52
1277,False,0,5,64
1278,False,0,2,34
1279,True,100,2,51
1280,False,0,3,46
1281,True,100,3,26
1282,True,100,2,14
1283,False,0,3,59
1284,False,0,4,34
1285,False,0,1,0
1286,False,0,5,44
1287,True,100,2,4
1288,False,0,4,56
1289,True,100,4,80
1290,False,0,5,65
1291,True,100,5,36
1292,False,0,5,83
1293,False,0,3,58
1294,False,0,4,23
1295,False,0,2,24
1296,True,100,5,70
1297,False,0,3,44
1298,False,0,3,18
1299,True,100,3,49
1300,False,0,5,33
1301,True,100,2,50
1302,False,0,5,57
1303,False,0,4,67
1304,False,0,5,74
1305,False,0,4,56
1306,False,0,2,19
1307,False,0,2,22
1308,False,0,4,34
1309,False,0,2,7
1310,False,0,3,68
1311,False,0,5,78
1312,True,100,3,83
1313,False,0,2,61
1314,False,0,3,66
1315,False,0,5,73
1316,False,0,4,85
1317,True,100,5,77
1318,True,100,5,75
1319,True,100,5,80
1320,True,100,3,30
1321,True,100,3,16
1322,True,100,5,70
1323,True,100,2,51
1324,False,0,4,27
1325,False,0,5,52
1326,False,0,4,70
1327,False,0,4,38
1328,False,0,2,4
1329,False,0,5,45
1330,True,100,4,37
1331,False,0,3,57
1332,False,0,3,58
1333,False,0,4,61
1334,False,0,4,49
1335,False,0,5,73
1336,False,0,4,22
1337,False,0,2,48
1338,False,0,5,63
1339,True,100,3,23
1340,False,0,5,65
1341,True,100,4,66
1342,False,0,3,48
1343,False,0,5,51
1344,False,0,3,63
1345,False,0,4,36
1346,False,0,3,63
1347,True,100,2,23
1348,False,0,4,74
1349,False,0,4,58
1350,False,0,4,58
1351,True,100,4,62
1352,False,0,3,53
1353,False,0,3,49
1354,False,0,2,16
1355,False,0,2,70
1356,True,100,5,60
