journey_id,converted,conversion_value,total_touchpoints_in_journey,days_to_conversion
104,False,0,3,6
105,False,0,2,9
106,True,100,2,6
107,False,0,1,0
108,False,0,1,0
109,True,100,1,0
110,False,0,1,0
111,False,0,1,0
112,True,100,3,9
113,False,0,1,0
114,False,0,1,0
115,False,0,2,1
116,False,0,2,5
117,True,100,2,5
118,False,0,1,0
119,False,0,1,0
120,False,0,1,0
121,False,0,2,3
122,True,100,1,0
123,False,0,2,2
124,False,0,2,8
125,False,0,1,0
126,False,0,1,0
127,True,100,1,0
128,True,100,1,0
129,False,0,1,0
130,False,0,3,5
131,False,0,2,10
132,False,0,2,4
133,False,0,2,9
134,True,100,2,6
135,False,0,2,10
136,False,0,3,6
137,False,0,3,11
138,False,0,3,11
139,True,100,1,0
140,False,0,3,5
141,False,0,2,1
142,True,100,5,11
143,False,0,2,9
144,False,0,3,3
145,False,0,1,0
146,False,0,2,4
147,False,0,3,9
148,False,0,2,3
149,False,0,1,0
150,False,0,1,0
151,True,100,1,0
152,True,100,1,0
153,False,0,2,1
154,False,0,2,1
155,False,0,2,7
156,False,0,1,0
157,True,100,3,6
158,True,100,1,0
159,False,0,1,0
160,False,0,1,0
161,False,0,1,0
162,True,100,2,12
163,False,0,2,6
164,False,0,1,0
165,True,100,2,1
166,False,0,3,10
167,False,0,1,0
168,False,0,2,1
169,False,0,1,0
170,False,0,1,0
171,False,0,2,6
172,False,0,2,11
173,True,100,2,6
174,False,0,3,8
175,True,100,2,2
176,False,0,2,2
177,False,0,2,2
178,False,0,3,10
179,False,0,3,3
180,True,100,1,0
181,False,0,1,0
182,False,0,1,0
183,False,0,1,0
184,False,0,2,8
185,False,0,1,0
186,True,100,2,4
187,False,0,2,11
188,False,0,1,0
189,False,0,1,0
190,True,100,2,1
191,True,100,3,7
192,False,0,1,0
193,False,0,1,0
194,False,0,1,0
195,True,100,2,1
196,True,100,2,9
197,False,0,1,0
198,False,0,1,0
199,True,100,1,0
200,True,100,3,7
201,False,0,3,5
202,False,0,2,4
203,False,0,3,9
204,False,0,2,11
205,False,0,2,1
206,False,0,1,0
207,False,0,2,5
208,True,100,2,6
209,False,0,2,10
210,True,100,2,2
211,True,100,2,5
212,True,100,1,0
213,True,100,3,9
214,True,100,2,3
215,False,0,2,4
216,True,100,1,0
217,False,0,1,0
218,False,0,2,5
219,True,100,1,0
220,False,0,2,3
221,True,100,1,0
222,False,0,1,0
223,False,0,2,11
224,False,0,1,0
225,False,0,2,12
226,False,0,1,0
227,False,0,3,10
228,True,100,1,0
229,False,0,1,0
230,False,0,2,6
231,False,0,1,0
232,True,100,2,12
233,False,0,2,2
234,False,0,2,6
235,False,0,3,10
236,False,0,2,2
237,False,0,1,0
238,True,100,1,0
239,True,100,2,6
240,True,100,2,8
241,True,100,2,2
242,False,0,2,12
243,False,0,1,0
244,True,100,2,6
245,False,0,1,0
246,False,0,1,0
247,False,0,1,0
248,False,0,1,0
249,False,0,5,7
250,True,100,3,6
251,True,100,1,0
252,False,0,3,12
253,False,0,2,5
254,True,100,1,0
255,True,100,3,4
256,False,0,3,13
257,True,100,2,2
258,False,0,1,0
259,False,0,1,0
260,False,0,2,8
261,True,100,2,12
262,False,0,2,2
263,False,0,1,0
264,True,100,2,1
265,True,100,2,7
266,True,100,2,3
267,False,0,2,10
268,True,100,3,8
269,False,0,2,6
270,False,0,1,0
271,True,100,3,7
272,False,0,2,6
273,False,0,3,8
274,False,0,1,0
275,False,0,1,0
276,True,100,3,10
277,False,0,2,10
278,False,0,3,12
279,False,0,1,0
280,False,0,1,0
281,True,100,2,2
282,False,0,3,11
283,True,100,3,5
284,False,0,1,0
285,False,0,1,0
286,False,0,2,4
287,False,0,2,5
288,True,100,3,6
289,False,0,2,9
290,True,100,1,0
291,True,100,1,0
292,False,0,4,10
293,True,100,3,2
294,False,0,2,2
295,False,0,1,0
296,False,0,2,9
297,False,0,2,5
298,True,100,2,11
299,False,0,1,0
300,False,0,1,0
301,False,0,2,7
302,False,0,1,0
303,False,0,4,10
304,False,0,2,1
305,False,0,3,8
306,True,100,1,0
307,True,100,1,0
308,False,0,2,11
309,False,0,3,8
310,True,100,1,0
311,False,0,2,4
312,False,0,1,0
313,False,0,3,8
314,False,0,2,10
315,True,100,2,6
316,False,0,2,10
317,False,0,2,7
318,False,0,2,6
319,False,0,2,6
320,False,0,3,7
321,False,0,2,1
322,False,0,2,5
323,False,0,2,5
324,False,0,1,0
325,False,0,1,0
326,False,0,3,6
327,False,0,2,9
328,False,0,3,5
329,True,100,1,0
330,False,0,1,0
331,False,0,1,0
332,False,0,1,0
333,False,0,2,1
334,False,0,1,0
335,True,100,2,2
336,False,0,1,0
337,False,0,2,4
338,True,100,4,12
339,False,0,2,10
340,False,0,1,0
341,False,0,2,2
342,False,0,5,9
343,True,100,2,4
344,False,0,1,0
345,False,0,2,3
346,True,100,2,2
347,False,0,1,0
348,False,0,2,6
349,False,0,1,0
350,True,100,2,1
351,False,0,3,5
352,False,0,1,0
353,False,0,2,5
354,False,0,2,5
355,False,0,1,0
356,True,100,2,7
357,False,0,2,10
358,False,0,2,8
359,False,0,3,7
360,True,100,2,5
361,False,0,1,0
362,False,0,2,9
363,False,0,1,0
364,False,0,3,3
365,False,0,3,11
366,False,0,1,0
367,True,100,3,9
368,True,100,2,12
369,False,0,3,13
370,False,0,3,6
371,False,0,1,0
372,False,0,2,3
373,False,0,4,7
374,False,0,3,9
375,False,0,1,0
376,True,100,1,0
377,False,0,2,10
378,True,100,5,9
379,False,0,2,2
380,False,0,3,10
381,False,0,2,7
382,False,0,2,2
383,False,0,1,0
384,False,0,2,5
385,False,0,2,6
386,True,100,1,0
387,False,0,1,0
388,False,0,1,0
389,False,0,3,4
390,False,0,3,11
391,False,0,1,0
392,False,0,3,6
393,False,0,1,0
394,False,0,1,0
395,False,0,3,5
396,False,0,1,0
397,False,0,2,2
398,True,100,1,0
399,False,0,1,0
400,False,0,1,0
401,False,0,2,8
402,False,0,2,8
403,True,100,2,5
404,True,100,3,7
405,False,0,3,3
406,False,0,2,11
407,False,0,2,6
408,True,100,1,0
409,False,0,2,2
410,True,100,1,0
411,False,0,3,5
412,False,0,2,4
413,False,0,2,2
414,False,0,2,2
415,False,0,5,12
416,True,100,5,9
417,True,100,1,0
418,True,100,2,2
419,False,0,1,0
420,False,0,2,10
421,False,0,1,0
422,False,0,3,11
423,True,100,3,5
424,False,0,2,5
425,False,0,2,11
426,False,0,2,3
427,False,0,2,5
428,True,100,1,0
429,True,100,1,0
430,True,100,2,2
431,False,0,1,0
432,False,0,2,4
433,False,0,1,0
434,False,0,3,11
435,True,100,2,1
436,True,100,2,13
437,False,0,3,5
438,False,0,1,0
439,True,100,4,11
440,False,0,2,2
441,True,100,1,0
442,False,0,1,0
443,True,100,4,10
444,False,0,2,3
445,True,100,3,9
446,False,0,2,1
447,False,0,3,7
448,True,100,2,9
449,False,0,2,1
450,True,100,2,3
451,False,0,1,0
452,False,0,3,6
453,False,0,3,13
454,True,100,1,0
455,True,100,3,6
456,False,0,2,4
457,False,0,1,0
458,False,0,1,0
459,False,0,2,5
460,False,0,1,0
461,False,0,2,3
462,False,0,2,1
463,False,0,1,0
464,False,0,2,4
465,False,0,2,2
466,False,0,4,8
467,False,0,1,0
468,True,100,3,7
469,False,0,2,2
470,False,0,2,7
471,False,0,2,4
472,False,0,1,0
473,True,100,1,0
474,False,0,2,11
475,True,100,2,8
476,False,0,2,3
477,False,0,3,10
478,False,0,1,0
479,False,0,3,7
480,False,0,1,0
481,False,0,1,0
482,False,0,4,8
483,False,0,2,3
484,False,0,2,4
485,False,0,2,4
486,False,0,3,7
487,True,100,1,0
488,False,0,2,7
489,True,100,2,3
490,True,100,5,11
491,False,0,3,10
492,True,100,1,0
493,False,0,1,0
494,False,0,1,0
495,True,100,1,0
496,False,0,1,0
497,False,0,3,5
498,False,0,1,0
499,False,0,2,12
500,False,0,1,0
501,False,0,2,5
502,False,0,1,0
503,False,0,2,8
504,False,0,2,1
505,True,100,2,5
506,False,0,3,12
507,True,100,1,0
508,False,0,2,3
509,False,0,2,12
510,False,0,1,0
511,False,0,2,11
512,True,100,3,6
513,False,0,2,2
514,False,0,3,4
515,True,100,1,0
516,False,0,1,0
517,False,0,3,9
518,False,0,1,0
519,False,0,1,0
520,False,0,1,0
521,False,0,3,6
522,False,0,2,4
523,False,0,2,3
524,False,0,2,10
525,False,0,1,0
526,False,0,3,2
527,False,0,1,0
528,False,0,3,7
529,True,100,1,0
530,False,0,2,6
531,False,0,1,0
532,True,100,1,0
533,True,100,1,0
534,True,100,1,0
535,False,0,4,10
536,False,0,3,6
537,True,100,5,7
538,False,0,3,9
539,False,0,1,0
540,False,0,1,0
541,True,100,3,6
542,True,100,2,7
543,False,0,2,7
544,True,100,1,0
545,True,100,3,6
546,False,0,1,0
547,False,0,4,6
548,False,0,2,2
549,True,100,2,7
550,True,100,3,11
551,False,0,3,6
552,False,0,1,0
553,False,0,1,0
554,True,100,3,2
555,False,0,1,0
556,False,0,3,3
557,False,0,2,2
558,True,100,3,6
559,False,0,1,0
560,False,0,2,6
561,True,100,1,0
562,False,0,1,0
563,False,0,3,12
564,True,100,2,4
565,False,0,1,0
566,False,0,4,10
567,True,100,3,12
568,False,0,1,0
569,False,0,3,4
570,True,100,1,0
571,False,0,2,8
572,False,0,3,6
573,False,0,1,0
574,False,0,2,9
575,False,0,2,4
576,False,0,2,2
577,False,0,4,7
578,True,100,1,0
579,False,0,1,0
580,False,0,3,5
581,False,0,2,4
582,False,0,1,0
583,False,0,2,3
584,False,0,3,12
585,False,0,3,10
586,False,0,2,8
587,True,100,2,1
588,False,0,3,12
589,False,0,1,0
590,True,100,4,12
591,True,100,1,0
592,False,0,1,0
593,False,0,2,2
594,False,0,3,10
595,False,0,1,0
596,False,0,1,0
597,False,0,3,8
598,False,0,2,2
599,False,0,2,11
600,False,0,3,4
601,False,0,2,4
602,True,100,2,11
603,True,100,2,9
604,True,100,1,0
605,False,0,3,12
606,True,100,1,0
607,False,0,3,8
608,False,0,1,0
609,False,0,4,8
610,False,0,1,0
611,True,100,1,0
612,False,0,2,9
613,False,0,2,2
614,True,100,2,2
615,False,0,2,1
616,True,100,1,0
617,True,100,3,11
618,True,100,2,3
619,False,0,2,8
620,False,0,1,0
621,False,0,5,12
622,False,0,1,0
623,False,0,1,0
624,True,100,4,10
625,False,0,2,2
626,False,0,1,0
627,True,100,1,0
628,False,0,3,9
629,False,0,1,0
630,False,0,2,10
631,True,100,2,10
632,False,0,1,0
633,False,0,3,8
634,True,100,3,12
635,False,0,1,0
636,False,0,2,1
637,True,100,2,1
638,False,0,2,4
639,True,100,3,9
640,False,0,2,11
641,True,100,2,8
642,False,0,2,3
643,True,100,2,4
644,False,0,1,0
645,True,100,1,0
646,False,0,3,11
647,True,100,1,0
648,True,100,2,8
649,True,100,2,1
650,False,0,1,0
651,False,0,2,4
652,False,0,2,7
653,False,0,2,2
654,False,0,1,0
655,False,0,3,7
656,False,0,1,0
657,False,0,1,0
658,False,0,3,5
659,True,100,2,5
660,True,100,2,5
661,False,0,2,4
662,True,100,1,0
663,True,100,2,9
664,True,100,2,2
665,False,0,1,0
666,False,0,5,6
667,False,0,1,0
668,False,0,2,2
669,False,0,1,0
670,False,0,1,0
671,False,0,1,0
672,True,100,2,7
673,True,100,4,11
674,False,0,2,4
675,True,100,1,0
676,False,0,2,1
677,False,0,1,0
678,False,0,3,6
679,False,0,1,0
680,False,0,2,1
681,False,0,1,0
682,False,0,1,0
683,False,0,1,0
684,False,0,1,0
685,False,0,4,8
686,False,0,2,2
687,False,0,2,6
688,True,100,4,11
689,False,0,2,1
690,False,0,3,8
691,False,0,4,11
692,True,100,2,11
693,False,0,1,0
694,False,0,4,11
695,False,0,1,0
696,False,0,1,0
697,True,100,2,8
698,False,0,3,5
699,True,100,2,8
700,True,100,1,0
701,True,100,3,4
702,False,0,3,6
703,False,0,1,0
704,True,100,2,4
705,False,0,1,0
706,False,0,2,12
707,False,0,3,6
708,False,0,1,0
709,True,100,2,12
710,True,100,2,3
711,False,0,2,1
712,False,0,3,9
713,False,0,2,8
714,True,100,4,9
715,True,100,2,5
716,True,100,2,9
717,False,0,2,3
718,True,100,1,0
719,True,100,1,0
720,False,0,2,9
721,True,100,2,6
722,False,0,3,6
723,False,0,4,7
724,False,0,2,6
725,True,100,2,1
726,True,100,1,0
727,True,100,1,0
728,True,100,3,13
729,False,0,2,11
730,False,0,3,11
731,False,0,2,4
732,False,0,3,5
733,False,0,2,3
734,True,100,3,2
735,False,0,2,2
736,True,100,2,9
737,False,0,2,8
738,True,100,4,10
739,True,100,3,4
740,True,100,3,11
741,False,0,1,0
742,True,100,2,13
743,False,0,2,5
744,True,100,2,4
745,False,0,2,5
746,False,0,1,0
747,True,100,2,5
748,True,100,1,0
749,False,0,3,5
750,False,0,3,7
751,False,0,1,0
752,True,100,3,2
753,False,0,2,5
754,True,100,2,7
755,True,100,1,0
756,False,0,1,0
757,False,0,2,9
758,False,0,4,12
759,True,100,1,0
760,False,0,1,0
761,False,0,3,8
762,False,0,3,5
763,False,0,2,6
764,False,0,3,11
765,False,0,1,0
766,False,0,2,5
767,False,0,3,5
768,True,100,1,0
769,False,0,2,10
770,True,100,2,11
771,False,0,1,0
772,False,0,2,4
773,False,0,3,9
774,False,0,2,2
775,False,0,2,8
776,False,0,3,7
777,False,0,1,0
778,False,0,3,10
779,False,0,3,13
780,False,0,1,0
781,True,100,1,0
782,False,0,1,0
783,False,0,2,4
784,False,0,3,6
785,False,0,3,3
786,False,0,2,3
787,False,0,1,0
788,False,0,1,0
789,False,0,2,9
790,False,0,2,1
791,True,100,1,0
792,False,0,2,6
793,False,0,3,7
794,True,100,1,0
795,False,0,2,1
796,False,0,2,4
797,True,100,1,0
798,True,100,1,0
799,False,0,1,0
800,True,100,1,0
801,True,100,2,7
802,False,0,1,0
803,False,0,2,5
804,False,0,1,0
805,True,100,2,9
806,True,100,2,4
807,False,0,2,3
808,False,0,1,0
809,False,0,3,12
810,True,100,3,12
811,False,0,1,0
812,False,0,1,0
813,True,100,2,11
814,True,100,1,0
815,False,0,2,2
816,False,0,1,0
817,False,0,3,4
818,False,0,2,6
819,True,100,3,3
820,False,0,2,11
821,False,0,2,1
822,False,0,2,2
823,False,0,2,2
824,False,0,2,2
825,False,0,1,0
826,False,0,1,0
827,False,0,1,0
828,False,0,4,11
829,False,0,3,8
830,True,100,1,0
831,False,0,2,9
832,False,0,1,0
833,False,0,1,0
834,True,100,1,0
835,True,100,1,0
836,False,0,2,4
837,False,0,2,7
838,True,100,3,10
839,False,0,2,3
840,False,0,3,12
841,False,0,2,10
842,False,0,2,6
843,False,0,2,7
844,False,0,1,0
845,False,0,3,11
846,False,0,3,2
847,True,100,2,1
848,True,100,1,0
849,False,0,1,0
850,False,0,1,0
851,True,100,1,0
852,True,100,2,6
853,True,100,3,12
854,True,100,1,0
855,False,0,3,9
856,False,0,1,0
857,False,0,1,0
858,False,0,1,0
859,False,0,2,5
860,False,0,4,7
861,True,100,1,0
862,False,0,1,0
863,False,0,2,1
864,False,0,1,0
865,False,0,2,3
866,False,0,1,0
867,False,0,1,0
868,False,0,1,0
869,False,0,2,2
870,False,0,2,4
871,False,0,2,5
872,False,0,2,6
873,True,100,1,0
874,False,0,3,5
875,False,0,3,12
876,True,100,2,1
877,False,0,1,0
878,True,100,3,8
879,False,0,1,0
880,False,0,3,4
881,True,100,2,10
882,True,100,2,1
883,False,0,1,0
884,True,100,2,4
885,True,100,1,0
886,True,100,2,9
887,True,100,2,11
888,True,100,3,3
889,False,0,1,0
890,False,0,4,9
891,True,100,3,9
892,False,0,1,0
893,False,0,2,1
894,True,100,2,1
895,True,100,1,0
896,False,0,2,5
897,False,0,1,0
898,False,0,1,0
899,False,0,2,2
900,False,0,3,4
901,False,0,2,4
902,True,100,2,7
903,True,100,2,1
904,False,0,1,0
905,False,0,1,0
906,False,0,2,1
907,False,0,4,11
908,False,0,2,11
909,False,0,2,1
910,False,0,2,3
911,True,100,1,0
912,False,0,2,11
913,False,0,1,0
914,True,100,1,0
915,True,100,2,2
916,False,0,2,1
917,False,0,1,0
918,False,0,2,10
919,True,100,4,7
920,False,0,5,13
921,False,0,2,2
922,False,0,2,12
923,False,0,1,0
924,False,0,3,3
925,False,0,2,7
926,False,0,3,6
927,True,100,1,0
928,False,0,2,2
929,True,100,3,10
930,False,0,4,6
931,False,0,2,4
932,True,100,2,8
933,True,100,1,0
934,False,0,1,0
935,False,0,2,8
936,False,0,3,4
937,False,0,1,0
938,False,0,2,3
939,False,0,3,6
940,False,0,1,0
941,True,100,2,1
942,True,100,1,0
943,False,0,2,6
944,False,0,1,0
945,False,0,3,7
946,False,0,3,8
947,False,0,2,3
948,False,0,1,0
949,False,0,2,10
950,False,0,1,0
951,False,0,1,0
952,False,0,2,2
953,False,0,3,12
954,False,0,3,7
955,False,0,1,0
956,False,0,1,0
957,False,0,1,0
958,False,0,3,5
959,False,0,1,0
960,True,100,1,0
961,True,100,3,5
962,False,0,2,5
963,False,0,3,4
964,False,0,2,2
965,False,0,2,4
966,False,0,3,9
967,False,0,2,1
968,False,0,1,0
969,False,0,1,0
970,False,0,3,8
971,False,0,2,9
972,False,0,2,7
973,True,100,2,7
974,True,100,2,3
975,True,100,1,0
976,True,100,2,1
977,False,0,1,0
978,False,0,2,4
979,False,0,3,3
980,False,0,3,4
981,True,100,1,0
982,False,0,2,9
983,False,0,2,9
984,False,0,1,0
985,True,100,1,0
986,False,0,3,11
987,False,0,1,0
988,False,0,3,8
989,True,100,2,5
990,False,0,2,7
991,False,0,2,9
992,False,0,4,10
993,True,100,3,3
994,True,100,2,6
995,True,100,5,13
996,False,0,2,3
997,False,0,2,3
998,False,0,3,5
999,False,0,1,0
1000,True,100,3,7
1001,False,0,1,0
1002,True,100,2,12
1003,False,0,1,0
1004,False,0,2,4
1005,False,0,1,0
1006,False,0,2,5
1007,True,100,1,0
1008,False,0,1,0
1009,False,0,3,5
1010,False,0,2,2
1011,False,0,1,0
1012,True,100,3,8
1013,True,100,2,7
1014,True,100,3,12
1015,True,100,2,7
1016,False,0,2,1
1017,False,0,3,13
1018,False,0,3,2
1019,False,0,4,9
1020,False,0,1,0
1021,False,0,3,8
1022,False,0,1,0
1023,False,0,2,11
1024,False,0,3,13
1025,False,0,1,0
1026,False,0,4,12
1027,False,0,1,0
1028,False,0,1,0
1029,False,0,3,9
1030,False,0,1,0
1031,False,0,1,0
1032,False,0,2,7
1033,True,100,3,10
1034,True,100,2,6
1035,False,0,2,9
1036,False,0,3,5
1037,False,0,1,0
1038,False,0,1,0
1039,True,100,2,8
1040,True,100,1,0
1041,False,0,2,2
1042,True,100,1,0
1043,False,0,3,8
1044,False,0,4,7
1045,False,0,3,12
1046,True,100,2,4
1047,False,0,1,0
1048,False,0,3,11
1049,False,0,1,0
1050,False,0,3,10
1051,True,100,1,0
1052,True,100,2,1
1053,True,100,1,0
1054,False,0,1,0
1055,False,0,1,0
1056,False,0,4,12
1057,True,100,1,0
1058,False,0,1,0
1059,False,0,2,1
1060,False,0,2,5
1061,False,0,1,0
1062,False,0,1,0
1063,False,0,2,1
1064,False,0,3,3
1065,False,0,2,4
1066,False,0,2,4
1067,False,0,2,3
1068,False,0,3,5
1069,False,0,1,0
1070,True,100,3,5
1071,False,0,3,8
1072,False,0,1,0
1073,True,100,1,0
1074,False,0,2,1
1075,False,0,1,0
1076,True,100,4,13
1077,False,0,1,0
1078,False,0,1,0
1079,True,100,2,7
1080,False,0,1,0
1081,False,0,4,11
1082,False,0,1,0
1083,False,0,1,0
1084,False,0,4,12
1085,False,0,3,7
1086,False,0,2,5
1087,False,0,1,0
1088,False,0,2,12
1089,False,0,1,0
1090,True,100,3,6
1091,False,0,1,0
1092,False,0,1,0
1093,False,0,1,0
1094,False,0,4,7
1095,False,0,2,6
1096,False,0,2,3
1097,False,0,1,0
1098,False,0,3,7
1099,False,0,2,3
1100,False,0,2,2
1101,True,100,2,9
1102,True,100,2,4
1103,False,0,5,11
1104,False,0,3,5
1105,False,0,1,0
1106,False,0,1,0
1107,False,0,2,7
1108,True,100,1,0
1109,True,100,2,2
1110,False,0,2,5
1111,False,0,2,5
1112,False,0,3,6
1113,True,100,2,1
1114,False,0,2,3
1115,False,0,2,2
1116,False,0,3,6
1117,True,100,3,10
1118,False,0,4,12
1119,False,0,2,7
1120,False,0,2,3
1121,True,100,1,0
1122,True,100,1,0
1123,False,0,1,0
1124,False,0,1,0
1125,False,0,2,8
1126,False,0,2,1
1127,False,0,2,7
1128,False,0,2,7
1129,True,100,1,0
1130,False,0,2,3
1131,False,0,1,0
1132,True,100,2,2
1133,False,0,1,0
1134,False,0,3,3
1135,False,0,3,10
1136,False,0,3,2
1137,True,100,1,0
1138,False,0,1,0
1139,False,0,4,11
1140,False,0,2,2
1141,False,0,1,0
1142,False,0,2,11
1143,False,0,2,8
1144,False,0,3,10
1145,True,100,2,3
1146,False,0,1,0
1147,True,100,2,6
1148,False,0,3,7
1149,True,100,1,0
1150,True,100,2,5
1151,True,100,3,7
1152,True,100,1,0
1153,False,0,1,0
1154,False,0,2,1
1155,False,0,1,0
1156,False,0,1,0
1157,True,100,3,12
1158,False,0,2,2
1159,False,0,2,1
1160,False,0,1,0
1161,False,0,2,4
1162,False,0,2,3
1163,False,0,3,12
1164,False,0,2,6
1165,False,0,3,3
1166,False,0,2,1
1167,False,0,2,10
1168,False,0,2,5
1169,False,0,3,7
1170,False,0,2,4
1171,True,100,4,8
1172,True,100,2,2
1173,False,0,3,3
1174,False,0,2,10
1175,True,100,2,2
1176,True,100,2,11
1177,True,100,1,0
1178,False,0,2,4
1179,False,0,2,6
1180,False,0,1,0
1181,False,0,2,9
1182,True,100,1,0
1183,False,0,1,0
1184,True,100,3,8
1185,False,0,3,10
1186,True,100,2,4
1187,False,0,1,0
1188,True,100,3,7
1189,False,0,1,0
1190,False,0,1,0
1191,False,0,3,10
1192,False,0,2,7
1193,False,0,2,10
1194,True,100,3,10
1195,True,100,2,7
1196,False,0,1,0
1197,False,0,1,0
1198,False,0,2,4
1199,False,0,2,1
1200,True,100,2,5
1201,True,100,2,2
1202,True,100,1,0
1203,False,0,2,2
1204,False,0,2,9
1205,False,0,3,10
1206,True,100,2,2
1207,True,100,3,9
1208,False,0,2,4
1209,False,0,1,0
1210,False,0,3,11
1211,False,0,2,1
1212,True,100,2,9
1213,False,0,2,6
1214,False,0,2,7
1215,True,100,1,0
1216,False,0,1,0
1217,False,0,2,3
1218,True,100,2,5
1219,False,0,2,1
1220,True,100,1,0
1221,True,100,1,0
1222,False,0,3,4
1223,True,100,3,8
1224,False,0,1,0
1225,False,0,2,2
1226,True,100,1,0
1227,False,0,3,12
1228,False,0,1,0
1229,True,100,2,6
1230,True,100,3,8
1231,False,0,2,3
1232,True,100,1,0
1233,False,0,3,12
1234,False,0,2,12
1235,False,0,3,10
1236,True,100,2,1
1237,False,0,1,0
1238,True,100,1,0
1239,True,100,3,13
1240,False,0,3,4
1241,False,0,1,0
1242,False,0,2,9
1243,False,0,2,2
1244,True,100,3,9
1245,False,0,1,0
1246,True,100,1,0
1247,False,0,1,0
1248,True,100,5,12
1249,False,0,2,7
1250,False,0,1,0
1251,False,0,1,0
1252,False,0,1,0
1253,False,0,2,1
1254,False,0,2,7
1255,False,0,3,4
1256,False,0,2,10
1257,False,0,3,9
1258,True,100,2,7
1259,False,0,4,11
1260,True,100,1,0
1261,False,0,1,0
1262,False,0,2,8
1263,False,0,1,0
1264,False,0,2,3
1265,False,0,2,9
1266,False,0,2,2
1267,False,0,2,4
1268,True,100,2,7
1269,False,0,1,0
1270,True,100,2,10
1271,False,0,1,0
1272,False,0,3,8
1273,False,0,1,0
1274,True,100,2,8
1275,False,0,1,0
1276,False,0,1,0
1277,True,100,2,3
1278,False,0,2,5
1279,False,0,2,8
1280,False,0,2,4
1281,False,0,2,3
1282,False,0,2,4
1283,True,100,2,9
1284,True,100,2,2
1285,True,100,2,7
1286,True,100,1,0
1287,False,0,2,3
1288,False,0,2,6
1289,False,0,1,0
1290,False,0,1,0
1291,False,0,3,4
1292,True,100,2,2
1293,False,0,1,0
1294,True,100,2,2
1295,True,100,4,9
1296,False,0,2,7
1297,False,0,1,0
1298,True,100,2,4
1299,True,100,4,10
1300,False,0,1,0
1301,True,100,2,4
1302,False,0,1,0
1303,False,0,3,5
1304,False,0,2,7
1305,False,0,1,0
1306,True,100,3,9
1307,False,0,2,1
1308,False,0,1,0
1309,False,0,3,10
1310,False,0,1,0
1311,False,0,1,0
1312,False,0,1,0
1313,False,0,2,6
1314,True,100,1,0
1315,False,0,3,5
1316,False,0,2,2
1317,True,100,3,5
1318,False,0,4,6
1319,False,0,1,0
1320,True,100,1,0
1321,True,100,3,4
1322,True,100,1,0
1323,False,0,2,2
1324,True,100,5,8
1325,True,100,3,11
1326,False,0,2,8
1327,False,0,2,2
1328,True,100,2,7
1329,False,0,1,0
1330,True,100,2,5
1331,False,0,1,0
1332,False,0,2,12
1333,True,100,1,0
1334,True,100,2,7
1335,False,0,2,9
1336,True,100,1,0
1337,False,0,3,5
1338,True,100,4,13
1339,False,0,2,9
1340,True,100,1,0
1341,False,0,1,0
1342,False,0,2,1
1343,True,100,1,0
1344,False,0,2,3
1345,False,0,1,0
1346,False,0,2,9
1347,True,100,2,7
1348,False,0,1,0
1349,True,100,3,6
1350,False,0,1,0
1351,True,100,3,3
1352,False,0,2,2
1353,False,0,1,0
1354,False,0,1,0
1355,False,0,2,1
1356,False,0,1,0
